"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Clearfield County, PA"	"42033"	250	79388	314.9
	"Clinton County, PA"	"42035"	135	38684	349.0
	"Columbia County, PA"	"42037"	178	65456	271.9
	"Crawford County, PA"	"42039"	234	85063	275.1
	"Cumberland County, PA"	"42041"	638	251423	253.8
	"Dauphin County, PA"	"42043"	632	277097	228.1
	"Delaware County, PA"	"42045"	1242	564751	219.9
	"Elk County, PA"	"42047"	100	30169	331.5
	"Erie County, PA"	"42049"	620	272061	227.9
	"Fayette County, PA"	"42051"	461	130441	353.4
	"Forest County, PA"	"42053"	15	7279	Unreliable
	"Franklin County, PA"	"42055"	391	154835	252.5
	"Fulton County, PA"	"42057"	46	14523	316.7
	"Greene County, PA"	"42059"	103	36506	282.1
	"Huntingdon County, PA"	"42061"	108	45168	239.1
	"Indiana County, PA"	"42063"	186	84501	220.1
	"Jefferson County, PA"	"42065"	126	43641	288.7
	"Juniata County, PA"	"42067"	72	24704	291.5
	"Lackawanna County, PA"	"42069"	781	210793	370.5
	"Lancaster County, PA"	"42071"	1188	543557	218.6
	"Lawrence County, PA"	"42073"	308	86184	357.4
	"Lebanon County, PA"	"42075"	402	141314	284.5
	"Lehigh County, PA"	"42077"	754	368100	204.8
	"Luzerne County, PA"	"42079"	1105	317646	347.9
	"Lycoming County, PA"	"42081"	276	113664	242.8
	"Mc Kean County, PA"	"42083"	158	40968	385.7
	"Mercer County, PA"	"42085"	403	110683	364.1
	"Mifflin County, PA"	"42087"	136	46222	294.2
	"Monroe County, PA"	"42089"	401	169507	236.6
	"Montgomery County, PA"	"42091"	1812	828604	218.7
	"Montour County, PA"	"42093"	42	18240	230.3
	"Northampton County, PA"	"42095"	787	304807	258.2
	"Northumberland County, PA"	"42097"	338	91083	371.1
	"Perry County, PA"	"42099"	97	46139	210.2
	"Philadelphia County, PA"	"42101"	3479	1584138	219.6
	"Pike County, PA"	"42103"	134	55933	239.6
	"Potter County, PA"	"42105"	35	16622	210.6
	"Schuylkill County, PA"	"42107"	548	142067	385.7
	"Snyder County, PA"	"42109"	99	40540	244.2
	"Somerset County, PA"	"42111"	233	73952	315.1
	"Sullivan County, PA"	"42113"	23	6071	378.9
	"Susquehanna County, PA"	"42115"	111	40589	273.5
	"Tioga County, PA"	"42117"	124	40763	304.2
	"Union County, PA"	"42119"	94	44785	209.9
	"Venango County, PA"	"42121"	163	51266	317.9
	"Warren County, PA"	"42123"	111	39498	281.0
	"Washington County, PA"	"42125"	551	207346	265.7
	"Wayne County, PA"	"42127"	163	51276	317.9
	"Westmoreland County, PA"	"42129"	1107	350611	315.7
	"Wyoming County, PA"	"42131"	78	27046	288.4
	"York County, PA"	"42133"	871	448273	194.3
	"Bristol County, RI"	"44001"	121	48649	248.7
	"Kent County, RI"	"44003"	404	163861	246.6
	"Newport County, RI"	"44005"	174	82542	210.8
	"Providence County, RI"	"44007"	1422	636084	223.6
	"Washington County, RI"	"44009"	290	126179	229.8
	"Abbeville County, SC"	"45001"	69	24541	281.2
	"Aiken County, SC"	"45003"	402	169401	237.3
	"Allendale County, SC"	"45005"	41	8903	460.5
	"Anderson County, SC"	"45007"	470	200482	234.4
	"Bamberg County, SC"	"45009"	40	14275	280.2
	"Barnwell County, SC"	"45011"	61	21112	288.9
	"Beaufort County, SC"	"45013"	298	188715	157.9
	"Berkeley County, SC"	"45015"	286	221091	129.4
	"Calhoun County, SC"	"45017"	45	14520	309.9
	"Charleston County, SC"	"45019"	653	405905	160.9
	"Cherokee County, SC"	"45021"	193	57078	338.1
	"Chester County, SC"	"45023"	89	32251	276.0
	"Chesterfield County, SC"	"45025"	147	45754	321.3
	"Clarendon County, SC"	"45027"	88	33700	261.1
	"Colleton County, SC"	"45029"	121	37660	321.3
	"Darlington County, SC"	"45031"	226	66802	338.3
	"Dillon County, SC"	"45033"	87	30599	284.3
	"Dorchester County, SC"	"45035"	229	160647	142.5
	"Edgefield County, SC"	"45037"	63	27052	232.9
	"Fairfield County, SC"	"45039"	68	22402	303.5
	"Florence County, SC"	"45041"	355	138159	257.0
	"Georgetown County, SC"	"45043"	182	62249	292.4
	"Greenville County, SC"	"45045"	876	514213	170.4
	"Greenwood County, SC"	"45047"	167	70741	236.1
	"Hampton County, SC"	"45049"	54	19351	279.1
	"Horry County, SC"	"45051"	835	344147	242.6
	"Jasper County, SC"	"45053"	54	28971	186.4
	"Kershaw County, SC"	"45055"	124	65592	189.0
	"Lancaster County, SC"	"45057"	211	95380	221.2
	"Laurens County, SC"	"45059"	166	66994	247.8
	"Lee County, SC"	"45061"	65	17142	379.2
	"Lexington County, SC"	"45063"	514	295032	174.2
	"McCormick County, SC"	"45065"	26	9410	276.3
	"Marion County, SC"	"45067"	126	31039	405.9
	"Marlboro County, SC"	"45069"	97	26398	367.5
	"Newberry County, SC"	"45071"	91	38520	236.2
	"Oconee County, SC"	"45073"	226	78374	288.4
	"Orangeburg County, SC"	"45075"	188	86934	216.3
	"Pickens County, SC"	"45077"	302	124937	241.7
	"Richland County, SC"	"45079"	710	414576	171.3
	"Saluda County, SC"	"45081"	42	20544	204.4
	"Spartanburg County, SC"	"45083"	623	313888	198.5
	"Sumter County, SC"	"45085"	203	106512	190.6
	"Union County, SC"	"45087"	95	27410	346.6
	"Williamsburg County, SC"	"45089"	65	30606	212.4
	"York County, SC"	"45091"	391	274118	142.6
	"Beadle County, SD"	"46005"	39	18883	206.5
	"Bennett County, SD"	"46007"	11	3468	Unreliable
	"Bon Homme County, SD"	"46009"	19	6980	Unreliable
	"Brookings County, SD"	"46011"	51	35232	144.8
	"Brown County, SD"	"46013"	88	39316	223.8
	"Brule County, SD"	"46015"	12	5229	Unreliable
	"Butte County, SD"	"46019"	28	10222	273.9
	"Charles Mix County, SD"	"46023"	21	9338	224.9
	"Clay County, SD"	"46027"	28	14041	199.4
	"Codington County, SD"	"46029"	54	28015	192.8
	"Corson County, SD"	"46031"	11	4165	Unreliable
	"Custer County, SD"	"46033"	23	8726	263.6
	"Davison County, SD"	"46035"	53	19790	267.8
	"Day County, SD"	"46037"	14	5505	Unreliable
	"Deuel County, SD"	"46039"	16	4337	Unreliable
	"Edmunds County, SD"	"46045"	11	3875	Unreliable
	"Fall River County, SD"	"46047"	29	6758	429.1
	"Grant County, SD"	"46051"	20	7147	279.8
	"Gregory County, SD"	"46053"	21	4212	498.6
	"Hamlin County, SD"	"46057"	10	6111	Unreliable
	"Hand County, SD"	"46059"	14	3262	Unreliable
	"Hughes County, SD"	"46065"	27	17650	153.0
	"Hutchinson County, SD"	"46067"	23	7380	311.7
	"Jackson County, SD"	"46071"	10	3307	Unreliable
	"Jerauld County, SD"	"46073"	15	2043	Unreliable
	"Kingsbury County, SD"	"46077"	17	4919	Unreliable
	"Lake County, SD"	"46079"	25	13057	191.5
	"Lawrence County, SD"	"46081"	56	25741	217.6
	"Lincoln County, SD"	"46083"	66	58807	112.2
	"McCook County, SD"	"46087"	19	5546	Unreliable
	"Marshall County, SD"	"46091"	10	5112	Unreliable
	"Meade County, SD"	"46093"	47	28294	166.1
	"Minnehaha County, SD"	"46099"	345	192876	178.9
	"Moody County, SD"	"46101"	25	6579	380.0
	"Pennington County, SD"	"46103"	226	111729	202.3
	"Roberts County, SD"	"46109"	27	10447	258.4
	"Shannon County, SD"	"46113"	19	14309	Unreliable
	"Spink County, SD"	"46115"	22	6495	338.7
	"Todd County, SD"	"46121"	17	10283	Unreliable
	"Turner County, SD"	"46125"	26	8424	308.6
	"Union County, SD"	"46127"	21	15619	134.5
	"Walworth County, SD"	"46129"	13	5587	Unreliable
	"Yankton County, SD"	"46135"	51	22869	223.0
	"Anderson County, TN"	"47001"	256	76482	334.7
	"Bedford County, TN"	"47003"	137	49038	279.4
	"Benton County, TN"	"47005"	61	16184	376.9
	"Bledsoe County, TN"	"47007"	44	14755	298.2
	"Blount County, TN"	"47009"	301	131349	229.2
	"Bradley County, TN"	"47011"	337	106727	315.8
	"Campbell County, TN"	"47013"	166	39583	419.4
	"Cannon County, TN"	"47015"	35	14462	242.0
	"Carroll County, TN"	"47017"	122	28020	435.4
	"Carter County, TN"	"47019"	198	56351	351.4
	"Cheatham County, TN"	"47021"	95	40439	234.9
	"Chester County, TN"	"47023"	47	17276	272.1
	"Claiborne County, TN"	"47025"	107	31756	336.9
	"Clay County, TN"	"47027"	33	7717	427.6
	"Cocke County, TN"	"47029"	182	35774	508.7
	"Coffee County, TN"	"47031"	229	55700	411.1
	"Crockett County, TN"	"47033"	64	14328	446.7
	"Cumberland County, TN"	"47035"	179	59673	300.0
	"Davidson County, TN"	"47037"	1187	692587	171.4
	"Decatur County, TN"	"47039"	38	11706	324.6
	"DeKalb County, TN"	"47041"	61	20138	302.9
	"Dickson County, TN"	"47043"	184	53446	344.3
	"Dyer County, TN"	"47045"	147	37320	393.9
	"Fayette County, TN"	"47047"	109	40507	269.1
	"Fentress County, TN"	"47049"	63	18217	345.8
	"Franklin County, TN"	"47051"	135	41890	322.3
	"Gibson County, TN"	"47053"	178	49045	362.9
	"Giles County, TN"	"47055"	104	29503	352.5
	"Grainger County, TN"	"47057"	56	23145	242.0
	"Greene County, TN"	"47059"	226	69087	327.1
	"Grundy County, TN"	"47061"	50	13346	374.6
	"Hamblen County, TN"	"47063"	160	64569	247.8
	"Hamilton County, TN"	"47065"	860	364286	236.1
	"Hancock County, TN"	"47067"	22	6549	335.9
	"Hardeman County, TN"	"47069"	62	25220	245.8
	"Hardin County, TN"	"47071"	118	25776	457.8
	"Hawkins County, TN"	"47073"	190	56530	336.1
	"Haywood County, TN"	"47075"	57	17335	328.8
	"Henderson County, TN"	"47077"	84	27847	301.6
	"Henry County, TN"	"47079"	157	32358	485.2
	"Hickman County, TN"	"47081"	71	25063	283.3
	"Houston County, TN"	"47083"	41	8263	496.2
	"Humphreys County, TN"	"47085"	88	18486	476.0
	"Jackson County, TN"	"47087"	39	11758	331.7
	"Jefferson County, TN"	"47089"	147	54012	272.2
	"Johnson County, TN"	"47091"	63	17778	354.4
	"Knox County, TN"	"47093"	968	465289	208.0
	"Lake County, TN"	"47095"	23	7411	310.3
	"Lauderdale County, TN"	"47097"	78	25825	302.0
	"Lawrence County, TN"	"47099"	140	43734	320.1
	"Lewis County, TN"	"47101"	39	12086	322.7
	"Lincoln County, TN"	"47103"	139	34117	407.4
	"Loudon County, TN"	"47105"	119	53054	224.3
	"McMinn County, TN"	"47107"	149	53285	279.6
	"McNairy County, TN"	"47109"	111	25832	429.7
	"Macon County, TN"	"47111"	71	24265	292.6
	"Madison County, TN"	"47113"	245	97605	251.0
	"Marion County, TN"	"47115"	98	28575	343.0
	"Marshall County, TN"	"47117"	97	33683	288.0
	"Maury County, TN"	"47119"	184	94340	195.0
	"Meigs County, TN"	"47121"	42	12306	341.3
	"Monroe County, TN"	"47123"	129	46357	278.3
	"Montgomery County, TN"	"47125"	292	205950	141.8
	"Moore County, TN"	"47127"	19	6411	Unreliable
	"Morgan County, TN"	"47129"	50	21579	231.7
	"Obion County, TN"	"47131"	112	30267	370.0
	"Overton County, TN"	"47133"	72	22068	326.3
	"Perry County, TN"	"47135"	34	8064	421.6
	"Pickett County, TN"	"47137"	15	5082	Unreliable
	"Polk County, TN"	"47139"	55	16898	325.5
	"Putnam County, TN"	"47141"	176	78843	223.2
	"Rhea County, TN"	"47143"	112	33044	338.9
	"Roane County, TN"	"47145"	197	53140	370.7
	"Robertson County, TN"	"47147"	162	71012	228.1
	"Rutherford County, TN"	"47149"	451	324890	138.8
	"Scott County, TN"	"47151"	53	22039	240.5
	"Sequatchie County, TN"	"47153"	43	14876	289.1
	"Sevier County, TN"	"47155"	252	97892	257.4
	"Shelby County, TN"	"47157"	1901	935764	203.1
	"Smith County, TN"	"47159"	52	19942	260.8
	"Stewart County, TN"	"47161"	34	13561	250.7
	"Sullivan County, TN"	"47163"	549	157668	348.2
	"Sumner County, TN"	"47165"	380	187149	203.0
	"Tipton County, TN"	"47167"	145	61581	235.5
	"Trousdale County, TN"	"47169"	22	11012	199.8
	"Unicoi County, TN"	"47171"	74	17761	416.6
	"Union County, TN"	"47173"	52	19688	264.1
	"Van Buren County, TN"	"47175"	13	5765	Unreliable
	"Warren County, TN"	"47177"	95	40878	232.4
	"Washington County, TN"	"47179"	321	128607	249.6
	"Wayne County, TN"	"47181"	51	16558	308.0
	"Weakley County, TN"	"47183"	84	33415	251.4
	"White County, TN"	"47185"	93	27107	343.1
	"Williamson County, TN"	"47187"	302	231729	130.3
	"Wilson County, TN"	"47189"	232	140625	165.0
	"Anderson County, TX"	"48001"	146	58057	251.5
	"Andrews County, TX"	"48003"	34	18128	187.6
	"Angelina County, TX"	"48005"	220	87092	252.6
	"Aransas County, TX"	"48007"	69	23792	290.0
	"Archer County, TX"	"48009"	18	8786	Unreliable
	"Atascosa County, TX"	"48013"	120	50310	238.5
	"Austin County, TX"	"48015"	70	29989	233.4
	"Bailey County, TX"	"48017"	14	7027	Unreliable
	"Bandera County, TX"	"48019"	56	22824	245.4
	"Bastrop County, TX"	"48021"	161	86976	185.1
	"Baylor County, TX"	"48023"	17	3582	Unreliable
	"Bee County, TX"	"48025"	77	32587	236.3
	"Bell County, TX"	"48027"	446	355642	125.4
	"Bexar County, TX"	"48029"	3288	1986049	165.6
	"Blanco County, TX"	"48031"	28	11702	239.3
	"Bosque County, TX"	"48035"	73	18691	390.6
	"Bowie County, TX"	"48037"	326	94324	345.6
	"Brazoria County, TX"	"48039"	545	370200	147.2
	"Brazos County, TX"	"48041"	274	226758	120.8
	"Brewster County, TX"	"48043"	18	9267	Unreliable
	"Brooks County, TX"	"48047"	22	7114	309.2
	"Brown County, TX"	"48049"	122	37924	321.7
	"Burleson County, TX"	"48051"	89	18389	484.0
	"Burnet County, TX"	"48053"	101	47542	212.4
	"Caldwell County, TX"	"48055"	98	43247	226.6
	"Calhoun County, TX"	"48057"	55	21561	255.1
	"Callahan County, TX"	"48059"	50	13994	357.3
	"Cameron County, TX"	"48061"	662	423908	156.2
	"Camp County, TX"	"48063"	35	13033	268.5
	"Carson County, TX"	"48065"	21	6005	349.7
	"Cass County, TX"	"48067"	95	30119	315.4
	"Castro County, TX"	"48069"	25	7665	326.2
	"Chambers County, TX"	"48071"	75	42454	176.7
	"Cherokee County, TX"	"48073"	149	52592	283.3
	"Childress County, TX"	"48075"	12	7291	Unreliable
	"Clay County, TX"	"48077"	30	10456	286.9
	"Coke County, TX"	"48081"	13	3370	Unreliable
	"Coleman County, TX"	"48083"	39	8397	464.5
	"Collin County, TX"	"48085"	970	1005146	96.5
	"Collingsworth County, TX"	"48087"	12	2962	Unreliable
	"Colorado County, TX"	"48089"	65	21217	306.4
	"Comal County, TX"	"48091"	296	148373	199.5
	"Comanche County, TX"	"48093"	54	13534	399.0
	"Cooke County, TX"	"48097"	84	40574	207.0
	"Coryell County, TX"	"48099"	117	74808	156.4
	"Crockett County, TX"	"48105"	12	3499	Unreliable
	"Crosby County, TX"	"48107"	27	5779	467.2
	"Dallas County, TX"	"48113"	3804	2637772	144.2
	"Dawson County, TX"	"48115"	30	12619	237.7
	"Deaf Smith County, TX"	"48117"	37	18760	197.2
	"Delta County, TX"	"48119"	22	5349	411.3
	"Denton County, TX"	"48121"	759	859064	88.4
	"DeWitt County, TX"	"48123"	62	20187	307.1
	"Dimmit County, TX"	"48127"	23	10308	223.1
	"Duval County, TX"	"48131"	22	11212	196.2
	"Eastland County, TX"	"48133"	49	18322	267.4
	"Ector County, TX"	"48135"	267	162124	164.7
	"Ellis County, TX"	"48139"	296	179436	165.0
	"El Paso County, TX"	"48141"	1198	840758	142.5
	"Erath County, TX"	"48143"	73	42446	172.0
	"Falls County, TX"	"48145"	52	17335	300.0
	"Fannin County, TX"	"48147"	135	35286	382.6
	"Fayette County, TX"	"48149"	76	25349	299.8
	"Floyd County, TX"	"48153"	12	5837	Unreliable
	"Fort Bend County, TX"	"48157"	788	787858	100.0
	"Franklin County, TX"	"48159"	30	10766	278.7
	"Freestone County, TX"	"48161"	62	19808	313.0
	"Frio County, TX"	"48163"	39	19816	196.8
	"Gaines County, TX"	"48165"	29	20901	138.7
	"Galveston County, TX"	"48167"	576	337890	170.5
	"Garza County, TX"	"48169"	12	6578	Unreliable
	"Gillespie County, TX"	"48171"	84	26804	313.4
	"Goliad County, TX"	"48175"	21	7584	276.9
	"Gonzales County, TX"	"48177"	34	20826	163.3
	"Gray County, TX"	"48179"	74	21895	338.0
	"Grayson County, TX"	"48181"	361	133991	269.4
	"Gregg County, TX"	"48183"	337	123707	272.4
	"Grimes County, TX"	"48185"	79	28360	278.6
	"Guadalupe County, TX"	"48187"	284	163694	173.5
	"Hale County, TX"	"48189"	71	33830	209.9
	"Hall County, TX"	"48191"	11	3028	Unreliable
	"Hamilton County, TX"	"48193"	25	8484	294.7
	"Hansford County, TX"	"48195"	11	5463	Unreliable
	"Hardeman County, TX"	"48197"	10	3922	Unreliable
	"Hardin County, TX"	"48199"	144	57207	251.7
	"Harris County, TX"	"48201"	6149	4698619	130.9
	"Harrison County, TX"	"48203"	174	66726	260.8
	"Haskell County, TX"	"48207"	14	5813	Unreliable
	"Hays County, TX"	"48209"	224	222631	100.6
	"Henderson County, TX"	"48213"	346	82299	420.4
	"Hidalgo County, TX"	"48215"	1120	865939	129.3
	"Hill County, TX"	"48217"	109	36354	299.8
	"Hockley County, TX"	"48219"	40	22980	174.1
	"Hood County, TX"	"48221"	166	60537	274.2
	"Hopkins County, TX"	"48223"	115	36810	312.4
	"Houston County, TX"	"48225"	92	23169	397.1
	"Howard County, TX"	"48227"	112	36459	307.2
	"Hunt County, TX"	"48231"	300	96493	310.9
	"Hutchinson County, TX"	"48233"	91	21198	429.3
	"Jack County, TX"	"48237"	19	8843	Unreliable
	"Jackson County, TX"	"48239"	62	14874	416.8
	"Jasper County, TX"	"48241"	120	35872	334.5
	"Jefferson County, TX"	"48245"	699	255001	274.1
	"Jim Hogg County, TX"	"48247"	12	5248	Unreliable
	"Jim Wells County, TX"	"48249"	129	40822	316.0
	"Johnson County, TX"	"48251"	363	171361	211.8
	"Jones County, TX"	"48253"	46	19817	232.1
	"Karnes County, TX"	"48255"	50	15650	319.5
	"Kaufman County, TX"	"48257"	267	128622	207.6
	"Kendall County, TX"	"48259"	92	45641	201.6
	"Kerr County, TX"	"48265"	163	52405	311.0
	"Kimble County, TX"	"48267"	22	4362	504.4
	"Kinney County, TX"	"48271"	10	3767	Unreliable
	"Kleberg County, TX"	"48273"	76	31129	244.1
	"Lamar County, TX"	"48277"	187	49728	376.0
	"Lamb County, TX"	"48279"	44	13158	334.4
	"Lampasas County, TX"	"48281"	44	21229	207.3
	"La Salle County, TX"	"48283"	11	7531	Unreliable
	"Lavaca County, TX"	"48285"	63	20110	313.3
	"Lee County, TX"	"48287"	54	17144	315.0
	"Leon County, TX"	"48289"	46	17270	266.4
	"Liberty County, TX"	"48291"	237	86323	274.6
	"Limestone County, TX"	"48293"	70	23519	297.6
	"Lipscomb County, TX"	"48295"	12	3355	Unreliable
	"Live Oak County, TX"	"48297"	30	12166	246.6
	"Llano County, TX"	"48299"	74	21646	341.9
	"Lubbock County, TX"	"48303"	654	307412	212.7
	"Lynn County, TX"	"48305"	13	5877	Unreliable
	"McCulloch County, TX"	"48307"	30	7987	375.6
	"McLennan County, TX"	"48309"	484	254607	190.1
	"Madison County, TX"	"48313"	43	14422	298.2
	"Marion County, TX"	"48315"	35	9928	352.5
	"Martin County, TX"	"48317"	12	5753	Unreliable
	"Matagorda County, TX"	"48321"	94	36552	257.2
	"Maverick County, TX"	"48323"	81	58485	138.5
	"Medina County, TX"	"48325"	120	50921	235.7
	"Menard County, TX"	"48327"	14	2139	Unreliable
	"Midland County, TX"	"48329"	242	172578	140.2
	"Milam County, TX"	"48331"	62	25131	246.7
	"Mills County, TX"	"48333"	16	4921	Unreliable
	"Mitchell County, TX"	"48335"	16	8145	Unreliable
	"Montague County, TX"	"48337"	63	19596	321.5
	"Montgomery County, TX"	"48339"	929	590925	157.2
	"Moore County, TX"	"48341"	37	21485	172.2
	"Morris County, TX"	"48343"	48	12339	389.0
	"Nacogdoches County, TX"	"48347"	130	65711	197.8
	"Navarro County, TX"	"48349"	132	49565	266.3
	"Newton County, TX"	"48351"	52	13746	378.3
	"Nolan County, TX"	"48353"	43	14751	291.5
	"Nueces County, TX"	"48355"	591	362265	163.1
	"Ochiltree County, TX"	"48357"	22	9947	221.2
	"Orange County, TX"	"48361"	277	83572	331.5
	"Palo Pinto County, TX"	"48363"	79	28875	273.6
	"Panola County, TX"	"48365"	58	23148	250.6
	"Parker County, TX"	"48367"	254	138371	183.6
	"Parmer County, TX"	"48369"	18	9864	Unreliable
	"Pecos County, TX"	"48371"	18	15673	Unreliable
	"Polk County, TX"	"48373"	153	50031	305.8
	"Potter County, TX"	"48375"	337	119648	281.7
	"Rains County, TX"	"48379"	55	12159	452.3
	"Randall County, TX"	"48381"	305	136271	223.8
	"Real County, TX"	"48385"	21	3478	603.8
	"Red River County, TX"	"48387"	63	12175	517.5
	"Reeves County, TX"	"48389"	28	15695	178.4
	"Refugio County, TX"	"48391"	26	7032	369.7
	"Robertson County, TX"	"48395"	56	17284	324.0
	"Rockwall County, TX"	"48397"	169	100657	167.9
	"Runnels County, TX"	"48399"	23	10234	224.7
	"Rusk County, TX"	"48401"	141	54450	259.0
	"Sabine County, TX"	"48403"	40	10589	377.8
	"San Augustine County, TX"	"48405"	23	8232	279.4
	"San Jacinto County, TX"	"48407"	77	28719	268.1
	"San Patricio County, TX"	"48409"	112	66893	167.4
	"San Saba County, TX"	"48411"	21	6054	346.9
	"Scurry County, TX"	"48415"	33	16866	195.7
	"Shackelford County, TX"	"48417"	11	3253	Unreliable
	"Shelby County, TX"	"48419"	58	25418	228.2
	"Smith County, TX"	"48423"	697	230221	302.8
	"Somervell County, TX"	"48425"	20	9016	221.8
	"Starr County, TX"	"48427"	84	64525	130.2
	"Stephens County, TX"	"48429"	31	9433	328.6
	"Swisher County, TX"	"48437"	18	7462	Unreliable
	"Tarrant County, TX"	"48439"	2908	2084931	139.5
	"Taylor County, TX"	"48441"	356	137640	258.6
	"Terry County, TX"	"48445"	41	12287	333.7
	"Titus County, TX"	"48449"	70	33033	211.9
	"Tom Green County, TX"	"48451"	246	118189	208.1
	"Travis County, TX"	"48453"	1092	1248743	87.4
	"Trinity County, TX"	"48455"	70	14740	474.9
	"Tyler County, TX"	"48457"	91	21696	419.4
	"Upshur County, TX"	"48459"	134	41260	324.8
	"Uvalde County, TX"	"48463"	61	26846	227.2
	"Val Verde County, TX"	"48465"	93	49208	189.0
	"Van Zandt County, TX"	"48467"	191	56019	341.0
	"Victoria County, TX"	"48469"	217	92035	235.8
	"Walker County, TX"	"48471"	122	72480	168.3
	"Waller County, TX"	"48473"	96	53126	180.7
	"Ward County, TX"	"48475"	31	11720	264.5
	"Washington County, TX"	"48477"	73	35108	207.9
	"Webb County, TX"	"48479"	294	275910	106.6
	"Wharton County, TX"	"48481"	129	41619	310.0
	"Wheeler County, TX"	"48483"	17	5191	Unreliable
	"Wichita County, TX"	"48485"	285	132064	215.8
	"Wilbarger County, TX"	"48487"	27	12820	210.6
	"Willacy County, TX"	"48489"	34	21515	158.0
	"Williamson County, TX"	"48491"	656	566719	115.8
	"Wilson County, TX"	"48493"	87	50224	173.2
	"Winkler County, TX"	"48495"	20	7720	259.1
	"Wise County, TX"	"48497"	151	68305	221.1
	"Wood County, TX"	"48499"	195	45129	432.1
	"Yoakum County, TX"	"48501"	16	8591	Unreliable
	"Young County, TX"	"48503"	55	18045	304.8
	"Zapata County, TX"	"48505"	17	14190	Unreliable
	"Zavala County, TX"	"48507"	42	11983	350.5
	"Beaver County, UT"	"49001"	17	6580	Unreliable
	"Box Elder County, UT"	"49003"	99	54950	180.2
	"Cache County, UT"	"49005"	131	127068	103.1
	"Carbon County, UT"	"49007"	55	20269	271.4
	"Davis County, UT"	"49011"	406	351713	115.4
	"Duchesne County, UT"	"49013"	32	19964	160.3
	"Emery County, UT"	"49015"	23	10014	229.7
	"Garfield County, UT"	"49017"	19	5080	Unreliable
	"Grand County, UT"	"49019"	16	9764	Unreliable
	"Iron County, UT"	"49021"	51	52775	96.6
	"Kane County, UT"	"49025"	20	7709	259.4
	"Millard County, UT"	"49027"	16	13006	Unreliable
	"Morgan County, UT"	"49029"	13	12045	Unreliable
	"Salt Lake County, UT"	"49035"	1379	1152633	119.6
	"San Juan County, UT"	"49037"	13	15449	Unreliable
	"Sanpete County, UT"	"49039"	38	30623	124.1
	"Sevier County, UT"	"49041"	35	21539	162.5
	"Summit County, UT"	"49043"	22	41933	52.5
	"Tooele County, UT"	"49045"	69	69907	98.7
	"Uintah County, UT"	"49047"	54	35438	152.4
	"Utah County, UT"	"49049"	550	622213	88.4
	"Wasatch County, UT"	"49051"	35	33240	105.3
	"Washington County, UT"	"49053"	287	171700	167.2
	"Weber County, UT"	"49057"	344	256359	134.2
	"Addison County, VT"	"50001"	83	36973	224.5
	"Bennington County, VT"	"50003"	115	35631	322.8
	"Caledonia County, VT"	"50005"	69	30302	227.7
	"Chittenden County, VT"	"50007"	229	164572	139.1
	"Essex County, VT"	"50009"	14	6250	Unreliable
	"Franklin County, VT"	"50011"	105	49421	212.5
	"Grand Isle County, VT"	"50013"	10	7090	Unreliable
	"Lamoille County, VT"	"50015"	37	25300	146.2
	"Orange County, VT"	"50017"	67	28999	231.0
	"Orleans County, VT"	"50019"	80	26907	297.3
	"Rutland County, VT"	"50021"	180	58672	306.8
	"Washington County, VT"	"50023"	123	58140	211.6
	"Windham County, VT"	"50025"	91	42756	212.8
	"Windsor County, VT"	"50027"	135	55286	244.2
	"Accomack County, VA"	"51001"	131	32412	404.2
	"Albemarle County, VA"	"51003"	184	108718	169.2
	"Alleghany County, VA"	"51005"	45	14910	301.8
	"Amelia County, VA"	"51007"	43	13013	330.4
	"Amherst County, VA"	"51009"	81	31666	255.8
	"Appomattox County, VA"	"51011"	53	15841	334.6
	"Arlington County, VA"	"51013"	180	237521	75.8
	"Augusta County, VA"	"51015"	162	75457	214.7
	"Bath County, VA"	"51017"	17	4292	Unreliable
	"Bedford County, VA"	"51019"	155	78747	196.8
	"Bland County, VA"	"51021"	25	6293	397.3
	"Botetourt County, VA"	"51023"	80	33277	240.4
	"Brunswick County, VA"	"51025"	51	16384	311.3
	"Buchanan County, VA"	"51027"	71	21221	334.6
	"Buckingham County, VA"	"51029"	32	16999	188.2
	"Campbell County, VA"	"51031"	123	54973	223.7
	"Caroline County, VA"	"51033"	57	30772	185.2
	"Carroll County, VA"	"51035"	66	29636	222.7
	"Charles City County, VA"	"51036"	17	6941	Unreliable
	"Charlotte County, VA"	"51037"	33	11938	276.4
	"Chesterfield County, VA"	"51041"	541	348556	155.2
	"Clarke County, VA"	"51043"	30	14523	206.6
	"Culpeper County, VA"	"51047"	88	51859	169.7
	"Cumberland County, VA"	"51049"	18	9809	Unreliable
	"Dickenson County, VA"	"51051"	36	14523	247.9
	"Dinwiddie County, VA"	"51053"	60	28529	210.3
	"Essex County, VA"	"51057"	41	10919	375.5
	"Fairfax County, VA"	"51059"	1010	1150795	87.8
	"Fauquier County, VA"	"51061"	124	70675	175.5
	"Floyd County, VA"	"51063"	47	15795	297.6
	"Fluvanna County, VA"	"51065"	47	26783	175.5
	"Franklin County, VA"	"51067"	123	56195	218.9
	"Frederick County, VA"	"51069"	172	88355	194.7
	"Giles County, VA"	"51071"	68	16844	403.7
	"Gloucester County, VA"	"51073"	93	37349	249.0
	"Goochland County, VA"	"51075"	49	23244	210.8
	"Grayson County, VA"	"51077"	39	15631	249.5
	"Greene County, VA"	"51079"	34	19779	171.9
